formula,Tc,type
Fe0.63La1.56Sb1.15,0.0,synthetic
As0.65Ni1.56Zr3.7,0.0,synthetic
Ge1.13Mg13.03Si0.43Y0.87,0.0,synthetic
Cu0.13N5.82,0.0,synthetic
Co8.96Si0.58Zr2.98,0.0,synthetic
F12.36Na1.47Ni0.77O0.56Ru1.57Sr1.86,0.0,synthetic
I14.23La2.48Te1.61,0.0,synthetic
Mo0.63N3.97Nb0.31O0.11Sr2.12,0.0,synthetic
P4.42Pd2.9Sr0.62,0.0,synthetic
As0.65F0.51Fe0.91Mn1.21Sm6.8,0.0,synthetic
Ca2.13Pb2.71,0.0,synthetic
As0.65Ti0.35Zr3.7,0.0,synthetic
As0.57Ir0.67Mn14.15,0.0,synthetic
Bi20.05Ir5.49La1.11Rh1.29,0.0,synthetic
As0.87Ba1.04Cu2.59Y0.33,0.0,synthetic
Pt7.15S0.95Sr0.73,0.0,synthetic
Ca2.08O1.03Os3.03Zn2.02,0.0,synthetic
Pd1.94Si0.16Sr1.46,0.0,synthetic
As0.46Cr0.36F5.12Sr1.05,0.0,synthetic
As0.64Cu0.13Mg3.18,0.0,synthetic
Cr0.56Fe0.81Na3.91O0.48,0.0,synthetic
As0.62Ir0.72Mn14.15,0.0,synthetic
As0.63Cu0.76,0.0,synthetic
B0.5Cr0.11Ir1.17La0.74N5.82,0.0,synthetic
Ni1.68P1.33Zr3.7,0.0,synthetic
As0.59F0.43Fe0.91Mn1.18Sm6.8,0.0,synthetic
As1.09Ba0.14Eu3.11F2.32Fe0.43Mn14.15,0.0,synthetic
Mg5.75Ni8.17,0.0,synthetic
Cu0.75Sb1.13,0.0,synthetic
As1.27Cu0.46Ni0.26Zr3.7,0.0,synthetic
Cr0.95Ti4.19,0.0,synthetic
N14.08Ti9.38,0.0,synthetic
As0.62Cr0.46Nd4.84,0.0,synthetic
Cu0.73Fe0.4Mo0.49O1.18Se0.52Sr5.89,0.0,synthetic
Bi20.05La1.11Pt8.52Rh0.68,0.0,synthetic
I9.25La2.43Te1.01,0.0,synthetic
Mg13.03Na2.11Si0.92Y0.74,0.0,synthetic
Pd1.94Si0.25Sr1.18,0.0,synthetic
As0.65Si0.22Zr3.7,0.0,synthetic
Fe0.99Ir0.77Na3.91O0.33,0.0,synthetic
Bi20.05Fe4.09La1.11Pd1.12,0.0,synthetic
Fe0.61Ge0.17I6.9,0.0,synthetic
Ag4.11Mg0.75P1.29Sr,0.0,synthetic
As0.22La2.62Ni2.3Si0.44,0.0,synthetic
As0.85Fe0.22Y2.04,0.0,synthetic
Au7.67Ca0.3P0.65Sb0.66Sr0.76,0.0,synthetic
As2.3Ca0.38Fe4.86La2.01,0.0,synthetic
Ba0.41Ge2.53Ir2.62Ni0.88Se29.85Sr0.83,0.0,synthetic
As1.36Ba0.53Fe2.44P0.38,0.0,synthetic
Ge0.7Nb0.12,0.0,synthetic
Ag0.84Bi1.11Ce5.81F1.94S1.59Sb0.44,0.0,synthetic
Ge0.43Hf23.54N16.1,0.0,synthetic
As0.39Bi0.31Cu0.57S0.18,0.0,synthetic
Ga0.4Mg5.16Si0.4,0.0,synthetic
As1.05Eu5.05Na0.96Ti8.52,0.0,synthetic
P1.48Sb0.95Ti8.52,0.0,synthetic
As0.65Fe1.02Sr3.22,0.0,synthetic
La0.97O0.37Sr1.28Ti4.19,0.0,synthetic
Cr0.21F2.7N5.82Nb0.42Ti2.19,0.0,synthetic
As1.47Ba0.25Cd4.25Fe2.29,0.0,synthetic
Ba0.3Bi0.9O1.03Os3.03Sc1.64Y0.46,0.0,synthetic
P0.11Rh1.7,0.0,synthetic
Ba0.25Ca0.26La0.59Mn28.34O0.43Sb0.81,0.0,synthetic
Ba0.89Bi0.44Cu0.66Gd10.78O0.69Pr0.12,0.0,synthetic
Al2.03As0.27Ca4.78Fe2.3O1.03P2.62,0.0,synthetic
Ba0.64Fe2.3Sb1.1Se0.56,0.0,synthetic
H3.03Ir0.14La0.9Mn14.15Sr1.19,0.0,synthetic
Ca0.72Ni0.46Si1.17Sr1.46,0.0,synthetic
Ge0.33La0.38O0.33Sr1.46Ti1.97,0.0,synthetic
Au7.67Sb0.75Sn0.18Sr1.46,0.0,synthetic
Bi1.47Cu0.11S0.9,0.0,synthetic
Ca2.08Mn14.15O1.03Os3.03,0.0,synthetic
C0.14Ca1.75,0.0,synthetic
La2.53Sb1.06,0.0,synthetic
Sb1.06Ti4.19Zr3.42,0.0,synthetic
Ca12.09Fe10.11Pt13.79Sb21.87,0.0,synthetic
Ba0.6Pt2.29Sb1.09,0.0,synthetic
Cr0.35Mn32.07N5.82Zn0.5,0.0,synthetic
Fe0.2Sn0.47Te2.37,0.0,synthetic
Ba1.72Cu1.39O1.06Y2.04,0.0,synthetic
Ag2.66As0.11Bi1.98Ce5.81Cr0.16,0.0,synthetic
Ba0.64Mg6.46Pb1.35Sn1.26,0.0,synthetic
As0.1Ca0.63Cr0.31Pt0.68Y2.04,0.0,synthetic
Ca1.83Cu2.81P8.19Zr0.56,0.0,synthetic
Bi20.05La1.11Ni1.54Pt7.89,0.0,synthetic
Nb5.67Si0.82,0.0,synthetic
Cr0.49Ge0.45,0.0,synthetic
Ca1.05Cr0.36O0.41Ru0.51,0.0,synthetic
Ca1.05Si0.16,0.0,synthetic
Ba0.64Ge2.36Mg13.03,0.0,synthetic
Bi20.05La1.11Ni8.96Pd0.57,0.0,synthetic
B1.56Mn14.15,0.0,synthetic
As1.47Ba0.33Ca0.17Mn28.34,0.0,synthetic
As0.65Cr0.36Mn0.22Sm6.8,0.0,synthetic
B0.51Er2.81Ni3.12P1.08,0.0,synthetic
As1.47Ba0.64Cu0.72,0.0,synthetic
Ca0.32O1.31Os6.17Pb5.04,0.0,synthetic
Se0.28Ta4.59Te3.11,0.0,synthetic
As8.08Ca4.59Fe7.65La2.33Pt2.97,0.0,synthetic
N5.82Nb1.1O0.13Sr2.82,0.0,synthetic
Pt7.15Sb1.15Sr0.83,0.0,synthetic
Co8.96Ge0.68Si0.27Zr1.89,0.0,synthetic
N23.32Zr10.92,0.0,synthetic
Cu0.27Gd8.95P3.07,0.0,synthetic
As0.48La0.83Ni2.3Te0.88,0.0,synthetic
Ge0.14Si0.63Ta18.83,0.0,synthetic
Bi3.16Fe2.25O0.48Se1.15Sr1.46,0.0,synthetic
As2.96Ca0.55Fe4.09La1.39,0.0,synthetic
Ca2.09Cr43.79Cu0.6O1.31,0.0,synthetic
As1.06Bi0.21Y2.65,0.0,synthetic
Fe2.04Na3.91O0.27,0.0,synthetic
Bi20.05La1.11Ni3.23Pt6.24,0.0,synthetic
Al0.84Mn40.72N5.82,0.0,synthetic
Co2.87Fe0.18O1.03Os3.03Sr3.22,0.0,synthetic
Ba0.57Bi3.16Zn1.87,0.0,synthetic
Nb4.74Si0.69,0.0,synthetic
Ag4.11Bi1.91Ce5.81Sb0.83,0.0,synthetic
As1.01Zr3.7,0.0,synthetic
Cr0.2Cu0.21Fe0.46Ni1.21O0.63Se0.61Sr4.21,0.0,synthetic
La3.1Sb3.05V0.25,0.0,synthetic
Co0.12Mn14.15,0.0,synthetic
Au5.8Sn0.56Sr1.46,0.0,synthetic
As0.29Fe1.02La1.11P0.73,0.0,synthetic
Cr0.78Zr3.7,0.0,synthetic
Pt7.15Sb1.15Sr1.26,0.0,synthetic
Ba1.03Cu0.17Ni3.03P7.36,0.0,synthetic
Fe0.11Ge0.5Se0.1Sr1.46,0.0,synthetic
Ce11.8Sb0.92,0.0,synthetic
As1.24Sc2.72Sr1.21Ti9.12,0.0,synthetic
As2.42Fe4.86La3.98O0.39,0.0,synthetic
As0.25Fe0.92H0.43P0.82Sm6.8,0.0,synthetic
Fe0.39Ir1.18Na3.91O0.27,0.0,synthetic
Li7.24O0.26Os2.26V0.33,0.0,synthetic
Mg13.03Si0.92Sr0.65Y0.75,0.0,synthetic
Ba0.64Ge0.16Mg6.46Si0.48,0.0,synthetic
Ca0.71Cr0.75O0.25,0.0,synthetic
As0.19Ba0.64C0.16,0.0,synthetic
Co1.65La2.1Sb3.64V0.21,0.0,synthetic
C1.62O1.16Ru4.45Sr4.67,0.0,synthetic
Ge1.04Mg13.03Si0.46Sr0.66,0.0,synthetic
Ba1.69Cu1.38Gd6.27O1.15Pr0.2,0.0,synthetic
Ce0.66Nd8.82O0.43,0.0,synthetic
Au7.67CaP1.7,0.0,synthetic
As1.2B0.13Ba0.47Mn14.15Rh1.4,0.0,synthetic
As1.47Ba0.64Ir1.39Mn14.15,0.0,synthetic
As0.42Cr0.34La1.48,0.0,synthetic
As0.63Cr0.39La1.11,0.0,synthetic
Bi1.11Cu0.27S0.71,0.0,synthetic
Ba1.72Cu1.24Nd2.31O1.25Y0.71,0.0,synthetic
La3.98Sb6.07V0.61,0.0,synthetic
K3.86Mg1.64Ni6.12Se0.83,0.0,synthetic
Dy4.74Ni1.16O1.03Os3.03Sr3.22,0.0,synthetic
Ni2.3P1.01Sn0.98,0.0,synthetic
As0.24Bi0.61Ce5.22Cr0.24F1.17Nd0.34S0.93,0.0,synthetic
Ir2.33O1.23Os0.83Pb5.41Sr0.74,0.0,synthetic
B1.62Cr0.2Zn1.12,0.0,synthetic
As1.47Ba0.64Fe2.09Ru0.28,0.0,synthetic
Co4.41O0.82Os2.63P0.15Sr3,0.0,synthetic
As0.12Cu0.76Sb0.7,0.0,synthetic
As0.65Fe1.02In0.31Sr3.22,0.0,synthetic
Bi2.62F10.35Sr3.22Ti7.83,0.0,synthetic
Ag2.19As0.2Ce5.81Fe0.33Sb1.24,0.0,synthetic
Dy10.35O1.03Os3.03Sr3.22,0.0,synthetic
Ba0.38Ge1.37V1.14,0.0,synthetic
As0.42Ni0.32P0.42Si0.16Zr3.7,0.0,synthetic
As0.65Fe1.02H3.58Sr1.44,0.0,synthetic
As1.47Ba0.64Cu0.75,0.0,synthetic
Ag2.44Bi2.48La0.54S0.28,0.0,synthetic
Bi1.14O0.87Os3.03,0.0,synthetic
Ca2.04O1.26Os5.53Zn0.38,0.0,synthetic
Cr0.26N8.45Nb0.54S0.33Zr3.27,0.0,synthetic
As1.47Ba0.64Cu0.73,0.0,synthetic
Ba0.23Ge1.44Mg13.03Si0.3Y0.57,0.0,synthetic
N5.82Nb1.1O0.14Sr2.89,0.0,synthetic
I13.22La2.55Te2.37,0.0,synthetic
As0.47Sb0.18Si0.18Ti4.19Zr0.68,0.0,synthetic
F9.78Fe0.45La0.48Na1.71Ni0.92,0.0,synthetic
Cr1.96Cu1.39La1.11O2.71,0.0,synthetic
Fe1.28H3.58Li5.77S0.42,0.0,synthetic
La3.93Ni2.21Si0.88,0.0,synthetic
Ir2.07P1.3Pb1.54Sr1.01,0.0,synthetic
B1.26La3.11N16.45Ru4.31Ti1.61,0.0,synthetic
As0.23Fe0.97H0.45P0.86Sm6.8,0.0,synthetic
Bi1.92F10.35Sr3.22Ti6.93,0.0,synthetic
Cr0.15N1.84Si0.59Ta19.67,0.0,synthetic
As0.65Fe1.02H3.58Sr1.2,0.0,synthetic
As0.4Cr0.59Eu6.81Fe0.63H2.47O0.38,0.0,synthetic
Rh1.7,0.0,synthetic
As0.65Fe1.02Sr3.21,0.0,synthetic
La2.4Mn14.15Sb3.8,0.0,synthetic
As0.19Ba0.16Ge2.12Ir1.8Nb0.4Se1.96,0.0,synthetic
Ba0.34Pt7.15S0.95Sr0.19,0.0,synthetic
Cr0.42F0.48N5.82Nb0.96Ti0.35,0.0,synthetic
La2.42O0.25Te0.89,0.0,synthetic
As2.8Ca1.05Fe4.66K3.19Ni0.19,0.0,synthetic
As0.65Fe0.81Gd8.95Ir0.17,0.0,synthetic
Co8.96Ge0.41La0.68Si0.38,0.0,synthetic
Mn42.49N5.8Zn2.01,0.0,synthetic
As0.33Cl3.07Si0.12Ti4.19,0.0,synthetic
Bi0.98Ca1.85Mn14.15O0.44Os1.92,0.0,synthetic
La1.11O1.58Ru5.97,0.0,synthetic
P5.67V3.54,0.0,synthetic
B2.04Mg3.75Ni17.98Sr1.87,0.0,synthetic
Ir0.79Mo0.45Na2.96O0.13Sr0.54,0.0,synthetic
B0.47Ni3.01Si0.56Sr0.83Tm2.72,0.0,synthetic
Ba0.64Cr1.96Cu0.22O2.71,0.0,synthetic
Ca0.53Fe1.02I4.27Se0.28,0.0,synthetic
Bi20.05La1.11Pd4.48Pt4.12,0.0,synthetic
As0.42Cr0.2Fe0.46La1.11P0.44,0.0,synthetic
Ag1.6As2.3Ca1.05Fe3.58,0.0,synthetic
Ca1.89O1.03Os3.03Zn2.02,0.0,synthetic
As0.49Fe0.43Gd8.95Ir0.35P0.55,0.0,synthetic
Ba0.35Mg13.03Si0.92Sr0.17,0.0,synthetic
As0.79Ba0.64Fe1.24,0.0,synthetic
As1.06Eu3.36Ti6.36,0.0,synthetic
As0.65Cr0.44F4.75Sr1.32,0.0,synthetic
As0.24Fe1.02H0.44P0.84Sm6.8,0.0,synthetic
B1.02La2.54N15.67Ru3.57Zr2.42,0.0,synthetic
C0.16Ca1.05,0.0,synthetic
Bi2.25Ge1.08Hf9.88La0.94,0.0,synthetic
Ca0.33Co4.41O1.03Os3.03Sr1.09,0.0,synthetic
Al0.98Mn42.54N2.76,0.0,synthetic
Ca0.5Cr1.96Cu1.39O2.71,0.0,synthetic
Ce5.63Cr1.67Cu1.11F0.27O2.23S0.16,0.0,synthetic
Ag2.75Bi0.34Ce5.81F0.74S0.56Sb1.57,0.0,synthetic
Ba0.79Ca0.34Cu0.41O1.17Sr1.23Tl6.99,0.0,synthetic
H3.26La0.99Mn14.15O0.12Sr1.3,0.0,synthetic
Rh1.3,0.0,synthetic
As0.16Ca0.55Cu0.39Si0.11,0.0,synthetic
Sr0.99Ti4.19,0.0,synthetic
Ca2.29Co4.41O1.03Os3.03,0.0,synthetic
C4.52K4.95,0.0,synthetic
Co8.96Ge0.5Hf9.88Si0.34,0.0,synthetic
AsBa0.64F2.91Ir0.62Mn14.15,0.0,synthetic
Ba0.25C0.11Cl2.93V0.23,0.0,synthetic
Ba0.41Ge2.53Ni0.88Rh2.74Se29.77Sr0.83,0.0,synthetic
Ca2Cu2.83P8.78V0.41,0.0,synthetic
Ba1.72Cu1.39Gd5.86O1.18Pr0.24,0.0,synthetic
As0.65Ce5.81Co1.05Fe0.48H3,0.0,synthetic
N23.57Ti4.85Zr6.97,0.0,synthetic
Fe0.11La2.34Sb3.96V0.28,0.0,synthetic
Ba1.53Ga0.28Si0.51,0.0,synthetic
B0.17H2.91La0.85Mn14.15Sr1.13,0.0,synthetic
As0.88Ba0.25La0.2Mn28.34Si0.16,0.0,synthetic
Ca1.05Ru1.71,0.0,synthetic
Ag4.11As0.65Mg3.08,0.0,synthetic
Ba1.72Cu1.39O1.06Y2.03,0.0,synthetic
Cl8.18Ti3.46,0.0,synthetic
As0.42Eu4.92Fe0.67H3.58,0.0,synthetic
Ba0.12Bi5.6La1.75Ti1.95Zn1.03,0.0,synthetic
Ba0.32La0.11Ni2.3Sn1.75,0.0,synthetic
Cl8.18Ti0.11V0.69,0.0,synthetic
Ba1.16Cu0.9Gd6.26O0.8Pr0.2,0.0,synthetic
Ca0.34Fe1.02Se0.19Te1.3,0.0,synthetic
B1.39Mn14.15Ru0.2,0.0,synthetic
Ag4.11As0.52Bi0.32Fe0.82,0.0,synthetic
Cl6.65Cr0.48Pr0.12,0.0,synthetic
Ba0.43Ge1.91Mg13.03Si0.11Y0.12,0.0,synthetic
Mg13.03Si0.92Sr0.65Y0.75,0.0,synthetic
As0.22Ge0.3Si0.43Ta16.33,0.0,synthetic
B1.38Er6.61Ni4.31,0.0,synthetic
As0.65Ba0.56F5.12Mn14.15,0.0,synthetic
Bi1.93S0.64W1.38,0.0,synthetic
Ca0.43Rh1.7,0.0,synthetic
Cr0.85Cu1.75La1.92O1.61Se0.62Sr0.69,0.0,synthetic
As2.74Ca0.71Fe3.93La0.84,0.0,synthetic
Na0.88P1.34Sb0.86Ti8.52,0.0,synthetic
B1.33Er6.42Ni4.25,0.0,synthetic
C0.1Ca2.02,0.0,synthetic
Cr1.4,0.0,synthetic
Cr0.36N5.82Nb1.1Sr0.13,0.0,synthetic
O0.48Os3.03Sr2.06Y0.47,0.0,synthetic
Ba0.6C0.22Nb0.11,0.0,synthetic
Ca0.96O0.14Rh1.7,0.0,synthetic
As0.65Ge0.69Ta4.94,0.0,synthetic
Fe0.1H3.02La1.11Si0.15,0.0,synthetic
Co8.96Ge1.57Hf7.27,0.0,synthetic
O1.03Os3.03Pb2.33Sr3.66,0.0,synthetic
O0.12Sr1.29Ti4.19Zr0.21,0.0,synthetic
Co4.41O0.62Os2.25P0.38Sr2.78,0.0,synthetic
Ca0.14Ge1.73V3.26,0.0,synthetic
Ca0.75Fe1.02H3.58P1.33,0.0,synthetic
O0.66Os3.03Sr3.4,0.0,synthetic
As0.46Ni2.37Zr3.7,0.0,synthetic
As0.65Cr0.45Sm6.8,0.0,synthetic
As1.47Ba0.12Ca0.41Fe2.25,0.0,synthetic
Mg13.03Na3.78Si0.89,0.0,synthetic
N11.36Zr7.07,0.0,synthetic
As0.57Fe1.02Sr3.06,0.0,synthetic
Ir1.38Sb2.2,0.0,synthetic
Ca2.21O1.03Os3.03Zn1.06,0.0,synthetic
K5.32Mo2.05Os1.18S1.81,0.0,synthetic
As0.11P1.13Sb0.72Ti7.02,0.0,synthetic
Ir0.23O1.31Os5.54Pb6.37,0.0,synthetic
As0.64Ni2.25Sm6.8,0.0,synthetic
Ca0.22Fe0.17H3.58La0.63P0.54Si0.14,0.0,synthetic
Ba0.64Mg6.46Pb0.12Si0.56,0.0,synthetic
Fe0.74La1.11Sb1.69,0.0,synthetic
Pt2.29Sb1.07Sr1.46,0.0,synthetic
As0.68Ba0.64Fe1.09O0.15,0.0,synthetic
Bi20.05La1.11Pt5.51Rh2.93,0.0,synthetic
Bi0.66H3.58Sb1.74Ti8.52Zr7.55,0.0,synthetic
Ba0.35Cr1.96Cu1.39O2.71,0.0,synthetic
As0.63Zr3.7,0.0,synthetic
Cr0.72Sr0.15Ti4.19,0.0,synthetic
Au7.67Sb0.72Sn0.2Sr1.46,0.0,synthetic
Cr0.18Ge0.57O0.25Sr1.46,0.0,synthetic
Ag1.76As1.83Ca1.05Fe2.81,0.0,synthetic
Ba0.14Cr1.2,0.0,synthetic
Bi1.47Ce5.77F2.5S2.07,0.0,synthetic
Cr0.37La0.55Sr0.77Ti4.19,0.0,synthetic
Cr0.33Mo0.66N1.83O0.2Sr1.46,0.0,synthetic
Ge2.31V3.64,0.0,synthetic
La3.33Mn14.15Sb5.14,0.0,synthetic
Ca1.73Cu2.43P8.8Pd0.82,0.0,synthetic
Ba0.37Mg13.03Si0.92Y0.25,0.0,synthetic
Cr0.4N5.82Nb1.1,0.0,synthetic
Bi0.73La4.43Si0.35,0.0,synthetic
Ir1.54O1.17Os1.54Pb4.68Sr1.54,0.0,synthetic
Pt2.29Sn0.68Sr1.26,0.0,synthetic
Ca1.54Fe1.21La3.38Pt1.83Sb8.3V0.62,0.0,synthetic
As1.47Ba0.64Fe0.67Mn14.15Rh0.38,0.0,synthetic
Co8.65O1.03Os0.11Sr4.86,0.0,synthetic
Ba0.64Ge2.06Ir0.9SeV1.06,0.0,synthetic
Ce5.81Co1.42In4.01P0.93,0.0,synthetic
Li7.24Os0.15,0.0,synthetic
Au7.67Sn0.37Sr1.46,0.0,synthetic
Cr1.96Cu0.78Lu1.64O2.71,0.0,synthetic
Li6.02Mn28.34O0.29,0.0,synthetic
Ca0.98Cr0.45Nd0.35O0.48,0.0,synthetic
Sb0.96Ti4.19Zr3.7,0.0,synthetic
Ir0.46P1.78Sr1.46,0.0,synthetic
B0.32Cr0.21La0.45N5.82Rh0.86,0.0,synthetic
As0.5In2.78Y2.04,0.0,synthetic
K5.32Ni1.55Os1.94Se0.35,0.0,synthetic
As0.65Cr0.21Eu6.81F2.26Fe0.44H1.92,0.0,synthetic
Au7.18Ca1.05P1.66,0.0,synthetic
Ba0.64Ga1.07,0.0,synthetic
Bi3.16Cu0.52O0.26Se0.92Sr1.12Zn0.36,0.0,synthetic
Ir0.68Na70.37Si24.6,0.0,synthetic
O0.2Os3.03Sr1.37,0.0,synthetic
Ca3.27Co0.84O1.03Os3.03,0.0,synthetic
Ga0.59Ge0.23Mg4.62Si0.18,0.0,synthetic
As0.25B1.16Ir0.33Mn14.15,0.0,synthetic
As0.51P0.22Pd1.94Sr1.46,0.0,synthetic
Mg6.46Pt1.49Si0.14Sn0.48,0.0,synthetic
Ca1.65O1.03Os3.03Zn1.52,0.0,synthetic
As0.68Fe0.97K3.9Mn1.13Mo1.65S1.44,0.0,synthetic
Ba0.42Mg13.03Si0.92Y0.14,0.0,synthetic
Ba0.78Cr0.85O0.55Tl0.98,0.0,synthetic
Bi1.47Nd1.05S0.81,0.0,synthetic
As0.54Mg3.6Sn0.12,0.0,synthetic
B0.73Ir1.21La1.11N5.82Rh0.31,0.0,synthetic
Cl8.18Ti1.81V0.38,0.0,synthetic
As1.46Ba0.66Fe2.26,0.0,synthetic
As2.37Ca2.69F10.35Fe3.69Ru0.48Sr0.5,0.0,synthetic
As1.47Ba0.64Fe0.99Mn14.15,0.0,synthetic
Fe0.94O1.03Os3.03Sr3.22,0.0,synthetic
Ir0.69Na69.79Si24.39,0.0,synthetic
As3.2Fe4.86La3.98O0.48,0.0,synthetic
As1.09Ba0.15Cu0.7,0.0,synthetic
Cr0.23Mn35.47N5.82Zn,0.0,synthetic
Al1.81Fe3.44Si1.11,0.0,synthetic
Pt2.29Sb0.72Sn0.2Sr1.46,0.0,synthetic
As1.33Ba0.45Cu0.76,0.0,synthetic
Bi0.91K5.05O0.2Os1.09,0.0,synthetic
As0.56Cr0.37La1.11P0.12,0.0,synthetic
Ge0.7I0.32,0.0,synthetic
Ca2.55Cr0.58O0.65,0.0,synthetic
Ba0.69Ca0.99Cu2.29P8.25,0.0,synthetic
Fe1.93Na3.91O0.16,0.0,synthetic
Sn0.59Te2.14,0.0,synthetic
Bi1.47Ce8.34F1.39S1.12,0.0,synthetic
As1.17Ba0.25Cu0.76,0.0,synthetic
Ce5.81Cr1.56Cu1.14O2.09P0.29,0.0,synthetic
Ba1.95C6.38,0.0,synthetic
La2.55Sb1.04,0.0,synthetic
Ca0.47In0.72O0.1Se2.22V3.01,0.0,synthetic
Ba0.64Ge3.25Ir2.81Rh0.45Se3.61,0.0,synthetic
As1.22Fe1.91H1.04Mg3.17,0.0,synthetic
As0.65Cr0.38Pr0.59Ta0.99,0.0,synthetic
Ni1.09P1.19Zr3.7,0.0,synthetic
As0.46Fe1.02Pr0.4Sr0.22,0.0,synthetic
Pt2.29Sb1.26Sr1.29,0.0,synthetic
As0.51Ca0.15Fe1.92H2.57Li6.18S0.16,0.0,synthetic
Ba0.63Cr1.96Cu1.39O2.71,0.0,synthetic
Ca2.29O1.27Os5.73Zn0.25,0.0,synthetic
Bi1.13Pr1.21,0.0,synthetic
Li7.24O0.35Os3.03Sr0.34,0.0,synthetic
Al0.87Mg13.03Na0.37Si1.82,0.0,synthetic
Co5.98O1.03Os1.95Sr3.83,0.0,synthetic
Bi7.2Cr0.4La3.76,0.0,synthetic
Ba0.64Ge0.83V0.83,0.0,synthetic
As0.65Ba0.23Eu2.55Fe1.02H3.58,0.0,synthetic
Bi1.47Pr1.4,0.0,synthetic
Ag0.93B1.41Mn14.15,0.0,synthetic
As1.47Ba0.64Fe0.77Ir0.22Mn14.15,0.0,synthetic
Ba0.64Cr0.48Ga1.09,0.0,synthetic
F10.52O0.17Sr3.1Ti4.05,0.0,synthetic
Ca3.02Cr0.19Sn0.41,0.0,synthetic
As3.14Fe4.86La3.98O0.48,0.0,synthetic
Mo1.1N0.89Na1.27Sr1.46,0.0,synthetic
Ba0.25Mg13.03Si0.92Sr0.34,0.0,synthetic
H3.58La0.88O0.15Si0.19,0.0,synthetic
As1.47Ca1.01Fe2.08,0.0,synthetic
Bi2.44Fe1.21O0.24Pr0.64Se0.63Sr0.7,0.0,synthetic
Ni1.68P1.47Zr3.7,0.0,synthetic
N11.66S0.93Ti8.41,0.0,synthetic
Bi2.22O0.25S0.46W2.27,0.0,synthetic
As0.21Fe1.02H3.58Mg3.17P0.9,0.0,synthetic
Ag2.94Bi4.58La1.92V0.16,0.0,synthetic
Ba1.72Cu1.36O1.09Y2.04,0.0,synthetic
Ba0.56Bi1.47S2.92,0.0,synthetic
Ge0.51Mg4.05Ni4.31,0.0,synthetic
Ba1.52O0.76Tl7.26,0.0,synthetic
As1.47Ba0.64Fe1.75Ru1.05,0.0,synthetic
Au7.67Ca0.82P1.78,0.0,synthetic
Ba0.15Cr1.96Cu0.71Lu1.45O2.71,0.0,synthetic
As0.41Fe1.02Se0.1Sr2.71,0.0,synthetic
Ca0.66Rh1.7,0.0,synthetic
Ge1.08Mg13.03Si0.45Sr0.63,0.0,synthetic
Ba0.45O0.2Os3.03,0.0,synthetic
As0.27Cr0.25Eu3.63F5.12Fe0.33La0.34,0.0,synthetic
Au4.89Ge0.2Si0.13Sr1.46,0.0,synthetic
As2.72Ca0.42Fe4.23La1.86,0.0,synthetic
Bi1.76Pr1.26Se0.14,0.0,synthetic
As0.1La0.63O0.1Sr0.87Ti4.19,0.0,synthetic
As0.63Fe0.67Gd7.37Ir0.36,0.0,synthetic
AsBa0.33Mn14.15Ru1.84,0.0,synthetic
As0.65Fe1.02H1.92La0.86,0.0,synthetic
Bi1.3Y4.2,0.0,synthetic
Al0.43As6.29Ca10.45Fe10.08Ir5.18P1.78,0.0,synthetic
Ca0.33Li7.24O1.03Os3.03Sr2.72,0.0,synthetic
O0.73Sb0.77Ti14.17,0.0,synthetic
Fe0.32O1.03Os3.03Pb1.67Sr3.22,0.0,synthetic
B0.28Ge0.52Nb0.15,0.0,synthetic
F10.35O0.59Ru0.82Sr3.22Ti2.68,0.0,synthetic
As0.85Ba0.24H1.31La0.22Mn14.15Rh1.01Sr0.36,0.0,synthetic
Al1.29Fe3.13Se0.36Si0.78,0.0,synthetic
Ca3.54Cr0.82O1.05,0.0,synthetic
Co4.15Ge0.69Hf9.88Si0.27,0.0,synthetic
As1.44H3.51Pb0.16Ti8.34Zr7.79,0.0,synthetic
Bi1.52K1.7Pr0.96,0.0,synthetic
As0.65F0.43Fe0.77Mn0.95Sm6.8,0.0,synthetic
As0.94Fe0.16Y2.04,0.0,synthetic
Ba0.29Ge1.59Mg13.03Na1.24Si0.24,0.0,synthetic
C0.13Fe0.14Y2.04,0.0,synthetic
Mg13.03Si0.92Sr1.34,0.0,synthetic
Bi1.18Cr0.33Eu12.52O0.41,0.0,synthetic
C1.69O1.43Ru5.45Sr4.22,0.0,synthetic
Ba0.4Fe1.87Sb2.38,0.0,synthetic
Bi1.47Nd1.47Pr1.27,0.0,synthetic
Ba1.9C8.64K1.39,0.0,synthetic
As0.74Ba0.64Fe2.3P0.25Se0.36,0.0,synthetic
Cr0.14La0.68Mn28.34N1.71Si0.38,0.0,synthetic
As0.65Ba0.12Eu3.26F5.12Mn14.15,0.0,synthetic
As2.05Ca0.67Fe3.18,0.0,synthetic
Co7.02Cr0.19Hf9.88Si0.44,0.0,synthetic
H3.46Sb2.33Ti8.38Zr7.42,0.0,synthetic
Ba0.32Ge2.23Rh2.97Se2.49,0.0,synthetic
BBi0.96Mn14.15,0.0,synthetic
La3.98Sb6.07Ti0.12V0.69,0.0,synthetic
N13.26Zr8.05,0.0,synthetic
Cu0.76Fe1.32Ni1.72O0.75Se1.15Sr4.98,0.0,synthetic
Ca0.79Cr0.37Nd1.8O0.48,0.0,synthetic
Bi8.23Hf3.25La3.98V0.47,0.0,synthetic
Co2.23Ge1.57Hf9.88,0.0,synthetic
